CountryS,CountryR,Amount,Year
BGR,SWE,7662.54,2019
LUX,FRA,9494.23,2001
BEL,SWE,1353.2,2014
HRV,EST,5684.66,2015
BGR,CZE,1708.53,2008
MLT,LUX,1057.63,2009
LUX,SVK,22.42,2013
HRV,IRL,9246.94,2006
BGR,DNK,8367.31,2016
PRT,POL,5096.98,2008
NLD,AUT,9016.28,2006
PRT,HUN,5213.51,2015
LUX,LTU,2305.96,2017
HRV,SVK,5116.86,2009
IRL,HRV,4969.18,2015
POL,CZE,5043.18,2013
HUN,LUX,3674.82,2006
LTU,IRL,8372.86,2016
MLT,HUN,3608.12,2000
GRC,ROU,552.44,2012
AUT,CZE,6584.05,2016
SVK,GRC,2868.17,2013
NLD,GRC,7389.15,2016
DNK,HRV,8548.01,2017
AUT,ROU,992.77,2019
DEU,CYP,6182.35,2003
ESP,AUT,3630.28,2020
LTU,POL,9559.46,2017
NLD,EST,2288.49,2014
CYP,LUX,5662.67,2011
POL,SVN,2320.39,2014
DEU,ITA,2525.59,2006
LTU,BGR,6780.13,2003
GRC,BEL,9252.01,2004
MLT,DNK,8343.87,2014
LUX,NLD,699.63,2015
GRC,SVN,209.71,2012
LTU,EST,5399.93,2000
MLT,GRC,992.47,2014
BGR,BGR,9596.63,2010
IRL,ROU,4528.77,2013
DEU,LUX,504.63,2014
FRA,ROU,9248.94,2002
MLT,FIN,4488.79,2013
LVA,DEU,7140.78,2011
ESP,FRA,1034.14,2016
BEL,ESP,1810.34,2005
HRV,CYP,1451.64,2000
NLD,SVN,1532.59,2019
FRA,ITA,4665.48,2001
EST,EST,6318.54,2019
MLT,SVN,4769.45,2005
DNK,IRL,7419,2013
POL,LTU,1964.61,2011
LTU,LUX,1588.15,2001
DEU,SWE,864.8,2011
EST,CZE,3340.07,2010
CYP,PRT,6353.73,2005
DNK,CZE,9479.91,2006
LTU,HRV,7089.86,2017
CZE,LVA,3556.35,2019
LTU,NLD,9774.63,2015
BGR,DEU,270.15,2013
BGR,SVK,8156.64,2009
SVN,CZE,4681,2017
HRV,ITA,9396.28,2015
ITA,SVK,3899.22,2008
HRV,SVK,8152.85,2019
LVA,ROU,8993.27,2011
HUN,MLT,1049.9,2001
SVK,LTU,4457.27,2018
FRA,DEU,8334.45,2006
DNK,EST,8887.12,2012
POL,POL,8939.36,2019
EST,CYP,9890.98,2001
ROU,DEU,1780.39,2009
BGR,LVA,7115.46,2009
CZE,ROU,8724.74,2018
POL,ROU,4490.38,2007
GRC,NLD,866.09,2004
LUX,LVA,2806.51,2001
GRC,BGR,3176.36,2004
HUN,ESP,5682.52,2001
LTU,BEL,757.84,2005
FIN,CYP,6451.24,2010
POL,FRA,4995.04,2011
ESP,EST,686.52,2009
GRC,POL,7095.6,2009
HRV,FIN,7416.41,2001
ROU,LUX,9822.12,2004
ITA,MLT,1574.73,2008
FIN,SWE,6476.63,2010
FRA,SWE,8370.92,2018
IRL,FRA,9024.85,2002
ROU,LUX,7728.84,2007
ESP,FIN,1810.05,2003
GRC,NLD,2226.75,2019
CZE,ESP,446.61,2017
LTU,DEU,3494.08,2004
POL,LUX,995.07,2008
LUX,SVN,1478.76,2020
DEU,ITA,2264.96,2003
LUX,BEL,7990.22,2002
GRC,IRL,8662.67,2018
DEU,FRA,5368.03,2008
MLT,LUX,6016.91,2012
FRA,CYP,2192.21,2003
CZE,DNK,2235.37,2012
IRL,LVA,5169.08,2018
LVA,NLD,7210.18,2015
LUX,HUN,2448.86,2000
LVA,BEL,1615.71,2013
CZE,LVA,4387.67,2000
ROU,MLT,568.23,2003
FRA,LUX,7552.41,2014
ESP,HRV,2033.3,2007
MLT,HRV,976.51,2015
AUT,MLT,6678.26,2020
BEL,SWE,6369.73,2019
CZE,GRC,3005.41,2020
ESP,HRV,7192.99,2008
CZE,DEU,3058.74,2004
FRA,LVA,3497.22,2011
EST,PRT,7756.37,2015
HUN,SVK,311.54,2018
LUX,ESP,2951.69,2017
BGR,HUN,1939.32,2008
PRT,LTU,8362.91,2002
GRC,FIN,2281.14,2007
NLD,HUN,995.72,2004
NLD,FIN,4925.83,2007
GRC,NLD,1737.85,2018
ESP,DEU,7348.61,2010
POL,LTU,9502.89,2002
HRV,CYP,3244.63,2019
PRT,ROU,2727.71,2018
LUX,NLD,9704.7,2005
SVK,HRV,7833.54,2007
LTU,DNK,4938.95,2018
CYP,POL,864.82,2013
NLD,GRC,9705.93,2018
NLD,HUN,9661.41,2020
EST,GRC,2903.91,2019
EST,MLT,9456.34,2019
AUT,HRV,279.2,2010
AUT,AUT,3765.37,2014
LUX,SVN,584.47,2001
BGR,LVA,9958.14,2007
FIN,BGR,235.19,2014
ROU,ITA,4421.11,2007
SWE,DNK,1911.55,2010
PRT,PRT,1167.68,2002
IRL,AUT,4561.18,2003
NLD,NLD,1820.52,2008
ESP,DEU,8482.92,2010
ESP,LTU,9316.09,2019
MLT,HUN,4055.57,2003
MLT,ITA,9781.39,2006
BGR,AUT,7824.05,2017
MLT,BEL,5951.04,2018
DEU,CZE,5909.08,2017
HUN,CYP,3961.01,2014
CYP,FIN,9032.13,2017
IRL,IRL,7913.77,2004
ROU,CYP,2796.99,2011
CYP,MLT,9220.3,2006
HUN,PRT,5240.82,2002
SVN,HUN,8648.89,2016
LVA,SVK,1058.54,2009
MLT,BGR,2267.17,2005
LUX,HUN,6155.38,2001
AUT,FRA,8196.75,2008
AUT,DNK,4847.03,2019
ESP,HRV,3030.89,2004
POL,NLD,2138.13,2009
HUN,BEL,5587.39,2015
SVK,BEL,6048.83,2014
LVA,SVK,7092.79,2015
HUN,CZE,7916.91,2006
FRA,NLD,7569.96,2019
GRC,ITA,6416.8,2002
GRC,SVK,1312.74,2017
LVA,CYP,2021.88,2008
ESP,AUT,986.9,2019
SWE,EST,7284.9,2018
POL,AUT,8879.18,2012
CZE,ESP,4521.88,2001
GRC,LUX,3657.63,2019
ROU,DNK,7299.46,2012
CZE,CYP,4158.05,2015
SWE,SVK,4819.5,2003
PRT,EST,3020.49,2020
ROU,GRC,4442.8,2005
IRL,SWE,6615.48,2009
NLD,IRL,9001.82,2016
FIN,ROU,2024.61,2000
PRT,CYP,4059.88,2000
AUT,AUT,709.68,2014
LUX,ROU,9256.94,2002
PRT,HRV,5840.79,2011
ITA,MLT,8582.61,2000
SVN,HUN,3771.41,2018
AUT,ITA,8216.74,2016
HRV,AUT,4599.46,2000
SWE,IRL,1518.28,2014
SVN,SVK,1254.98,2003
FRA,BEL,9305.47,2008
FRA,MLT,1646.65,2001
ROU,AUT,6637.38,2015
DNK,NLD,307.2,2018
ESP,CZE,2337.18,2004
FRA,AUT,5813.63,2016
POL,AUT,1054.37,2018
HUN,MLT,7893.09,2001
EST,MLT,6593.57,2006
LVA,FIN,1176.27,2008
AUT,HUN,9993.84,2013
DEU,EST,2226.57,2016
IRL,CYP,1774.2,2007
PRT,DNK,3317.59,2020
DNK,ESP,4367.39,2001
FIN,SVN,8045.54,2004
SVK,LVA,5257.66,2004
HUN,BGR,170.46,2018
ROU,CYP,2753.12,2002
CZE,CZE,1461.7,2006
LVA,FRA,7258.19,2011
MLT,POL,5461.64,2007
DNK,CYP,5430.4,2000
AUT,IRL,8987.36,2005
EST,BGR,5910.49,2011
PRT,ROU,6484.58,2017
IRL,HRV,1408.65,2011
LTU,MLT,5989.26,2001
LUX,DEU,4801.32,2014
CYP,AUT,7121.27,2018
MLT,BEL,7673.93,2005
BGR,DEU,1434.19,2013
CZE,AUT,672.91,2015
NLD,LUX,6530.58,2017
FIN,LTU,4729.27,2003
FIN,SVN,2738.9,2002
ROU,CYP,4334.57,2001
FRA,HRV,1971.33,2007
FIN,EST,4814.97,2004
FRA,ESP,6537.02,2003
LUX,DNK,7713.51,2020
AUT,SVN,5711.48,2015
CYP,FIN,1335.59,2003
DEU,AUT,8325.34,2011
LVA,SVK,2571.77,2019
DNK,LTU,8765.78,2015
SVN,FIN,2546.97,2005
FIN,IRL,2600.92,2017
NLD,BGR,529.63,2003
ESP,ITA,3200.57,2008
AUT,LVA,1007.33,2000
MLT,DEU,9178.09,2020
ROU,BGR,7462.45,2020
GRC,LUX,48.63,2001
CYP,SWE,8471.51,2015
SVK,FRA,4520.52,2011
IRL,FRA,291.47,2015
MLT,GRC,569.46,2015
BGR,LVA,6513.95,2006
ROU,HUN,8257.8,2002
CZE,SVN,9489.63,2003
LTU,SWE,4543.39,2013
NLD,EST,4793.43,2018
CYP,IRL,1574.2,2016
SVK,ITA,1543.4,2014
HRV,SWE,2207.54,2013
GRC,BGR,5733.07,2014
GRC,GRC,8643.74,2001
DEU,MLT,9486.03,2005
LUX,LVA,1505.04,2006
SVN,FIN,6468.89,2016
POL,LUX,8531.23,2013
DEU,MLT,8442.04,2019
MLT,MLT,6920,2007
FIN,EST,4067.99,2003
ROU,ESP,110.67,2008
GRC,IRL,4520.79,2007
POL,FRA,5766.35,2015
SVN,SWE,9153.92,2017
NLD,CZE,4252.96,2009
GRC,EST,7170.22,2016
LVA,POL,421.74,2004
LVA,GRC,7394.66,2008
FIN,SVN,1700.98,2001
LVA,FIN,4606.03,2012
CYP,NLD,2707.67,2005
BGR,FIN,3088.27,2005
BGR,NLD,3006.95,2011
FIN,ROU,2634.11,2020
LVA,SWE,6316.96,2006
CYP,CYP,3896.58,2001
LVA,PRT,8600.58,2004
BEL,IRL,4249.49,2000
BEL,ESP,391.95,2004
AUT,ESP,8759.65,2004
BEL,LVA,9927.34,2017
FIN,SVK,797.78,2016
ITA,ROU,2814.53,2013
PRT,HRV,3147.62,2004
LTU,ROU,6545.18,2015
FRA,LVA,4528.9,2002
BEL,FIN,2743.99,2016
IRL,GRC,5599.97,2006
NLD,IRL,2471.18,2012
ESP,SWE,8692.84,2011
NLD,DNK,8102.6,2013
ROU,SVN,5674.77,2016
EST,ESP,2061.75,2019
SWE,NLD,5211.85,2020
DEU,SWE,9398.81,2017
SWE,MLT,9953.39,2014
POL,LVA,1285.7,2007
IRL,POL,1693.46,2011
DEU,HUN,2715.69,2013
EST,FRA,2803.31,2000
ESP,DNK,1228.84,2014
LTU,HRV,4816.65,2005
SVN,NLD,33.92,2004
SVN,PRT,9549.56,2001
HUN,AUT,3686.9,2001
PRT,ITA,6620.57,2003
CYP,FRA,7235.11,2003
LUX,SVN,5013.37,2001
EST,BGR,8824.55,2001
EST,PRT,9389.53,2009
DEU,GRC,210.13,2014
PRT,ESP,8530,2017
IRL,CYP,8967.11,2000
BEL,LTU,7470.36,2020
ESP,MLT,5003.39,2006
ESP,AUT,8051.92,2001
HUN,SWE,3694.79,2020
CZE,SVK,1435.37,2007
LVA,FIN,7554.81,2006
IRL,SVN,1063.26,2001
NLD,HUN,4831.79,2019
FIN,HUN,4771.55,2005
LTU,BEL,5556.96,2014
ITA,DNK,9517.41,2011
DNK,CYP,7685.44,2000
PRT,ROU,117.47,2009
SVK,ESP,7600.94,2006
CZE,FIN,5077.52,2013
HUN,PRT,5392.44,2007
LUX,ROU,4826.38,2015
LTU,SVK,3340.36,2016
CZE,DEU,941.88,2009
HRV,CYP,1900.88,2005
HRV,HUN,5415.87,2013
CYP,LTU,2453.2,2008
PRT,LVA,299.37,2019
DNK,IRL,5364.56,2001
GRC,SVN,7752.45,2006
LTU,AUT,6862.44,2018
LVA,MLT,1959.75,2000
ITA,FIN,4169.85,2020
BEL,LVA,5824.92,2015
CZE,PRT,4331.04,2011
FRA,ESP,5376.75,2003
LVA,IRL,1643.38,2020
GRC,DEU,4369.05,2008
NLD,BGR,1731.76,2020
EST,AUT,9866.59,2001
GRC,CZE,5996.15,2009
BEL,DNK,6367.77,2017
PRT,IRL,9734.2,2016
BEL,POL,460.25,2008
DNK,DNK,4246.97,2010
DNK,ESP,7267.58,2000
AUT,BGR,440.15,2002
FIN,CYP,6212.31,2010
CZE,ROU,4580.24,2005
GRC,ROU,318.1,2002
LUX,EST,973.4,2015
HRV,SVN,8704.71,2017
LTU,FRA,345.01,2013
LTU,PRT,7957.11,2005
FIN,POL,1150.1,2004
LVA,NLD,35.71,2020
FRA,GRC,484.57,2002
HRV,SVK,7389.6,2009
MLT,BGR,7039.77,2020
FRA,HUN,4338.61,2015
AUT,LVA,5941.53,2001
HUN,HRV,1538.75,2010
LUX,FIN,6852.1,2016
BEL,LVA,3290.55,2007
FIN,EST,1264.24,2013
DEU,EST,7283.18,2004
DEU,POL,3208.34,2016
SWE,HRV,7800.17,2008
EST,BGR,5474.18,2008
GRC,POL,1760.77,2002
EST,GRC,9061.41,2017
DNK,DEU,5312.21,2013
DNK,SWE,3983.4,2001
EST,NLD,2793.33,2011
EST,SWE,4647.65,2004
LUX,ITA,8896.08,2017
PRT,LUX,2079.51,2011
ROU,GRC,7160.73,2014
SVK,ROU,899.87,2015
SWE,MLT,3259.27,2005
SVK,CZE,913.39,2019
ITA,SWE,2199.36,2003
SWE,FRA,5392.75,2017
MLT,IRL,52.52,2020
GRC,IRL,351.28,2019
LUX,ITA,6735.22,2015
HRV,BEL,5238.87,2000
GRC,AUT,8309.24,2018
SWE,BEL,3200.28,2015
BGR,POL,5782.61,2002
AUT,POL,3921.23,2004
DNK,AUT,3569.32,2006
NLD,DEU,6490.19,2008
AUT,LVA,8455.5,2020
GRC,DEU,8915.08,2012
GRC,SVK,7889.36,2010
SVN,BEL,8939.57,2014
ESP,ESP,6476.31,2004
LUX,SVK,8609.89,2002
EST,ESP,4957.34,2015
NLD,HRV,2519.72,2019
NLD,AUT,7958.46,2016
GRC,EST,5896.43,2005
POL,DNK,2717.85,2001
SWE,NLD,4463.79,2011
POL,GRC,4815.38,2016
ITA,LVA,5692.6,2013
DNK,SWE,493.66,2011
IRL,CZE,4151.89,2001
PRT,MLT,7791.4,2005
HUN,CYP,8657.1,2008
SVK,BEL,3800.21,2009
MLT,IRL,9673.63,2016
CYP,MLT,1255.25,2015
SWE,HUN,3290.75,2005
CZE,EST,6110.32,2001
MLT,AUT,5546.34,2014
BGR,LVA,2861.1,2006
POL,PRT,5072.02,2016
CYP,AUT,3669.2,2014
HRV,HRV,2796.74,2010
DEU,IRL,5838,2011
GRC,MLT,7940.69,2016
GRC,CZE,8513.55,2007
BGR,CYP,5703.49,2012
ROU,ESP,7313.4,2017
GRC,EST,9569.52,2008
HRV,DNK,4422.33,2012
POL,SVN,6106.35,2019
POL,AUT,4876.77,2019
NLD,SWE,1235.86,2011
DEU,FIN,5303.13,2019
FIN,IRL,1937.37,2008
SWE,SVK,8281.93,2017
DEU,FRA,1988.78,2008
FIN,POL,1211.96,2020
IRL,LUX,4377.58,2013
SVK,BEL,1657.99,2003
HRV,LVA,4731.9,2011
SVN,POL,7110.72,2020
FIN,GRC,843.4,2001
ROU,FIN,5382.27,2015
SVN,POL,2767.06,2009
SVK,ITA,7949.38,2016
POL,NLD,2484.95,2011
GRC,CZE,4958.95,2017
SVK,ITA,6197.67,2017
SVN,DNK,8676.78,2005
ESP,BEL,1989.35,2004
BEL,LUX,5619.15,2010
GRC,NLD,2048.41,2000
DEU,LTU,6324.28,2000
GRC,CZE,7979.63,2007
HUN,ROU,3473.11,2008
BGR,PRT,6254.31,2000
ESP,HRV,8787.29,2004
ESP,CYP,4789.01,2000
FIN,ITA,5570,2019
SVN,LUX,5289.1,2016
SWE,MLT,4363.47,2002
ITA,CZE,7166.63,2000
CYP,CYP,2056.11,2015
MLT,NLD,3841.3,2015
HRV,CZE,1376.14,2002
LTU,DNK,5607.54,2013
AUT,MLT,4708.41,2014
DEU,LVA,470.56,2004
POL,BGR,8395.4,2016
AUT,SWE,7845.39,2004
LTU,POL,5676.01,2002
ITA,LTU,881.94,2018
BEL,SVN,3672.78,2015
EST,EST,4973.13,2008
SVK,ROU,2822.92,2011
FRA,SVN,2680.69,2013
POL,DNK,1234.06,2012
LTU,SVN,9345.43,2001
MLT,DEU,7.41,2009
ROU,SWE,8413.36,2017
FIN,CZE,572.14,2000
BEL,CZE,2448.99,2014
BEL,HRV,4309.62,2000
HRV,NLD,620.43,2006
CZE,ITA,4317.68,2017
SWE,LUX,1621.53,2001
DNK,DNK,4753.09,2011
CYP,ITA,6254.16,2006
POL,CYP,7996.79,2008
MLT,ESP,6042.31,2002
SVK,LTU,3245.58,2007
AUT,CYP,1784.1,2016
SVN,DNK,7305.98,2017
BGR,DEU,6832.57,2015
DNK,GRC,5853.28,2007
ROU,PRT,2357.48,2012
POL,HRV,4875.62,2018
FIN,CZE,2566.04,2010
HRV,ESP,3958.55,2004
BEL,BGR,390.86,2015
BEL,EST,7992.49,2005
CYP,LUX,2954.76,2012
AUT,GRC,565.27,2016
ESP,SVN,8766.48,2005
DNK,LTU,4029.57,2020
LUX,MLT,852.6,2001
PRT,POL,2630.39,2000
SVN,ESP,7900.56,2011
SVK,HUN,2367.56,2012
CZE,ESP,5687.07,2005
MLT,PRT,2870.73,2012
GRC,FRA,320.06,2015
SWE,CYP,995.17,2003
DNK,LVA,7670.02,2008
NLD,DNK,2192.86,2007
DEU,LVA,8858.43,2002
FRA,SVN,3501.46,2004
BEL,NLD,260.74,2008
SVN,LTU,7273.03,2013
PRT,EST,8206.35,2014
PRT,GRC,7253.03,2011
ROU,FRA,2354.51,2014
EST,HRV,1461.45,2001
HUN,HRV,957.37,2006
LUX,SVK,6531.85,2000
SWE,HRV,8977.87,2009
DNK,POL,2361.76,2003
ITA,ITA,787.9,2007
LTU,FRA,3708.1,2014
HUN,DNK,4460.38,2015
NLD,GRC,8221.87,2009
SVK,BEL,9509.89,2017
HRV,GRC,1184.93,2007
SWE,CYP,5975.74,2001
EST,ITA,6998.97,2018
LUX,LVA,2571.28,2009
FIN,ITA,9201.72,2005
CZE,ROU,3803.52,2005
IRL,DNK,3007.59,2020
SVN,ROU,7492.33,2018
ESP,CYP,5818.7,2000
ROU,IRL,3367.09,2002
PRT,SVN,8563.04,2012
LVA,ITA,9851.51,2007
PRT,ESP,1289.63,2006
AUT,ROU,4649.11,2019
IRL,ITA,5542.13,2013
ROU,GRC,1549.88,2012
SVK,PRT,9656.54,2008
IRL,HUN,984.25,2002
PRT,SVN,4740.59,2013
CYP,LUX,1947.23,2014
LTU,SVN,1825.71,2011
ROU,BEL,6254.55,2004
LUX,MLT,2667.71,2002
BGR,IRL,8928.15,2016
ROU,FRA,6847.33,2002
ESP,ITA,8101.05,2018
DNK,CYP,2098.32,2016
CYP,LUX,9622.99,2018
FIN,BEL,7476.3,2017
LVA,HUN,3707.51,2010
AUT,CYP,3358.97,2014
FRA,SVK,5689.65,2020
ROU,POL,1691.3,2011
SVK,ITA,9969.81,2018
SVK,PRT,2101,2011
LTU,EST,6996.44,2014
POL,ROU,9825.66,2001
LVA,FRA,1793.41,2004
HUN,SVK,7489.2,2018
CZE,ESP,3918.33,2001
IRL,SVN,1484.69,2006
LVA,LUX,6729.68,2019
BEL,DNK,2263.64,2013
CYP,NLD,5562.84,2020
NLD,FRA,4194.54,2007
AUT,DEU,587.42,2020
SVK,ITA,2629.57,2020
NLD,SVN,802.56,2005
MLT,GRC,2216.74,2006
SVN,FRA,2750.87,2019
BEL,POL,5475.71,2001
LTU,AUT,7627.91,2002
ITA,ROU,6709.08,2009
ROU,HRV,5311.98,2000
