CountryS,CountryR,Amount,Year
FRA,LCA,5653.45,2003
IRL,SXM,2646.64,2020
DNK,BLZ,9736.68,2019
FIN,SPM,5146.78,2006
SVK,BLZ,4395.92,2002
DNK,BOL,5271.41,2017
IRL,BOL,3034.39,2015
DEU,BOL,1991.55,2007
HUN,USA,3951.55,2015
BEL,PER,7449.99,2020
CZE,ATG,1942.61,2019
POL,PER,4874.9,2020
HRV,GLP,6416.36,2006
CZE,BRA,1227.29,2004
DEU,ECU,1516.86,2000
SWE,VIR,5184.8,2015
GRC,ECU,4409.36,2008
POL,ATG,1459.67,2015
DEU,PRY,3633.83,2011
SVN,CAN,359.53,2009
BGR,CRI,1635.11,2012
LUX,HND,4028.87,2019
LVA,PAN,2426.08,2014
HUN,PER,1431.24,2008
HRV,SXM,7847.02,2004
ITA,AIA,7510.17,2005
AUT,MAF,7558.31,2018
DNK,HND,7078.35,2019
EST,BRB,1899.59,2010
SVN,GRD,8599.19,2006
SVN,BHS,9806.21,2005
HUN,FLK,9764.49,2016
IRL,PRI,3223.71,2009
DNK,BOL,5752.63,2008
LVA,BLZ,1342.99,2004
HUN,PRY,6542.61,2008
IRL,SLV,8932.63,2003
HUN,GRL,740.11,2019
SVK,DOM,448.94,2013
MLT,DMA,8715.54,2006
CZE,DMA,4558.82,2016
HRV,BRA,5485.94,2017
GRC,CUW,3470.62,2016
HUN,CRI,265.67,2009
FIN,TCA,7985.6,2003
PRT,GLP,1796.86,2016
BEL,PAN,1625.29,2005
EST,TTO,6540.56,2020
BEL,LCA,6942.43,2006
SVN,GRL,224.13,2007
BGR,BLZ,5328.73,2015
ROU,PRI,7298.06,2004
CZE,DMA,6919.64,2003
HUN,URY,7608.11,2009
FRA,USA,198.27,2001
POL,ATG,2009.33,2014
HRV,CUW,7836.06,2015
HRV,HND,9075.02,2015
FIN,MTQ,3441.55,2004
LVA,VIR,5900.57,2015
SWE,SXM,393.86,2008
FRA,BES,2198.78,2020
SWE,ANT,9419.78,2013
EST,BRB,520.79,2016
BGR,VIR,2393.41,2007
HRV,MEX,8836.15,2012
GRC,CUW,7068.82,2014
DEU,BRB,8844.85,2003
SWE,KNA,9569.17,2014
GRC,SPM,9543.35,2020
CYP,MEX,2345.72,2020
DEU,MAF,5203.69,2012
HRV,CYM,2657.9,2020
NLD,ANT,2929.43,2017
AUT,USA,5006.18,2018
ESP,BOL,40.01,2000
ITA,KNA,5476.71,2007
CZE,HTI,9024.66,2005
SVK,DMA,2578.35,2019
DEU,BRB,5767.76,2000
CYP,BES,9016.27,2016
BEL,CRI,5437.08,2012
ESP,SLV,474.05,2020
LUX,URY,933.92,2000
CZE,BLM,7993.65,2004
CYP,ANT,4966.44,2001
SWE,GUF,7770.8,2009
AUT,FLK,5104.22,2005
EST,SLV,1001.9,2016
SVK,COL,3382.81,2004
DNK,TTO,4115.81,2017
NLD,ABW,6900.24,2018
LVA,DOM,6509.18,2001
CZE,GLP,6552.32,2020
LTU,BOL,3634.59,2001
BEL,PER,42.24,2015
BGR,BLM,5034.41,2005
FIN,BLZ,6050.68,2002
FRA,ECU,8467.27,2014
CZE,CUB,6006.25,2016
ESP,BOL,1234.6,2004
BGR,VIR,9653.9,2009
ROU,GUY,1210.89,2006
MLT,DOM,1669.09,2014
LTU,JAM,2162.53,2003
GRC,BOL,4625.32,2006
LUX,SPM,2728.91,2013
LUX,BHS,8865.42,2003
LTU,MAF,7986.48,2020
ITA,GRL,4079.48,2018
SWE,TCA,3969.99,2011
SWE,VEN,4539.02,2005
LTU,MEX,1802.94,2014
SVN,VEN,2760.45,2002
