CountryS,CountryR,Amount,Year
SPM,CRI,5759.3,2020
FLK,COL,6942.74,2012
TTO,ABW,4729.9,2007
AIA,ATG,204.02,2016
HTI,BRB,480.65,2012
VCT,LCA,5937.74,2002
ECU,BLM,5871.71,2013
ECU,MEX,2743.17,2011
BHS,ARG,6346.64,2011
CHL,ANT,7742.84,2019
BLM,SLV,806.73,2008
VCT,BRA,6633.51,2003
URY,BLZ,8511.89,2004
CRI,GRD,3960.35,2003
BLZ,MSR,4408.92,2000
PRY,SXM,2829.22,2001
NIC,DOM,6198.19,2012
CRI,BHS,2171.99,2003
BES,GRL,8103.41,2002
SXM,SLV,2357.29,2003
CHL,CAN,6026.47,2012
GUY,SLV,5208.2,2012
SLV,VIR,7795.81,2000
BLM,BRA,5227.56,2016
JAM,USA,55.47,2005
DMA,BHS,4727.15,2003
MSR,VGB,4221.49,2003
HND,BRA,3295.74,2004
CHL,CUW,5457.64,2019
BRA,VGB,934.45,2017
BMU,CHL,4981.99,2003
BLM,PER,2477.79,2018
HND,GUF,2098.72,2006
VIR,ARG,8274.64,2002
SLV,CUW,6453.57,2017
FLK,BOL,3.58,2016
ARG,SXM,7247.6,2001
VCT,BHS,3276.52,2014
MAF,BLZ,8237.4,2010
GUY,SLV,5215.72,2010
LCA,GUY,5630.63,2015
LCA,MEX,430.24,2017
TCA,MTQ,475.38,2003
BOL,GUF,7213.78,2005
PRI,JAM,2694.44,2000
PRY,AIA,5171.61,2001
COL,MEX,9484.96,2001
BRB,CUW,2911.53,2014
BHS,BLZ,106.35,2006
VCT,GRD,3443.77,2005
GLP,BRA,9884.06,2016
ECU,VCT,251.02,2002
GRL,FLK,4786.67,2001
NIC,KNA,8519.82,2002
VGB,VEN,2994.7,2004
BLZ,FLK,3585.6,2010
KNA,ATG,5084.34,2003
BLM,CAN,9690.9,2001
SUR,MSR,9081.63,2002
PER,BLZ,9063.59,2004
KNA,BES,1031.93,2007
MSR,PAN,3793.26,2019
GLP,VIR,4105.7,2013
DOM,CRI,6287.93,2011
CYM,PER,4025.23,2013
TCA,NIC,7060.03,2016
ECU,GRL,5985.52,2017
GLP,ABW,5348.83,2013
GUY,BMU,4135.82,2004
COL,VCT,2631.03,2007
GRL,HTI,5871.57,2001
CAN,FLK,6657.89,2015
ANT,ABW,3404.31,2001
HTI,LCA,4976.94,2017
BRB,BMU,3507.44,2006
GLP,SXM,6840.21,2004
DMA,CYM,8132.73,2019
MEX,VEN,5385.12,2020
BRA,ECU,4286.84,2013
GTM,FLK,3909.15,2015
BMU,GTM,3500.71,2000
GRD,ARG,7674.17,2006
BLZ,CYM,5356.05,2019
VGB,URY,2858.32,2014
BHS,FLK,7615.53,2012
CUB,MEX,1610.53,2007
CAN,VGB,95.97,2016
GRD,NIC,2111.45,2013
ATG,FLK,5.18,2012
GLP,DOM,3134.69,2018
GUY,ABW,9517.63,2002
ATG,URY,5580.57,2013
KNA,DMA,4207.86,2005
DMA,COL,8937.3,2007
GLP,BLZ,1796.89,2009
ECU,TTO,9786.61,2011
HTI,BLM,6437.9,2004
BRA,GRD,4786.67,2005
BES,SUR,6291.19,2017
GLP,NIC,773.51,2019
CUW,MSR,192.06,2001
VIR,CUB,5920.93,2001
MTQ,SXM,1898.92,2016
PAN,GRD,7218.98,2008
TCA,VIR,5147.52,2005
URY,PRY,8357.9,2010
SXM,MEX,7206.15,2000
AIA,BES,6845.76,2004
HTI,BRB,1214.89,2017
SLV,GUY,4494.74,2016
GLP,BOL,5677.69,2010
VIR,AIA,8009.35,2003
VGB,GTM,890.79,2019
ABW,VIR,5541.84,2015
URY,SLV,4159.55,2016
BRA,PER,2126.24,2009
GTM,SLV,9156.89,2000
CUB,CRI,2385.77,2019
BRA,VIR,3607.6,2014
USA,CYM,4090.72,2009
HTI,MAF,2610.57,2013
PER,TCA,9566.18,2012
CYM,DOM,5067.66,2012
GLP,ATG,9385.62,2002
KNA,PER,1066.58,2002
BLM,GUF,3540.94,2007
PRI,GLP,2835.35,2008
CHL,SPM,8441.22,2001
SPM,ATG,7531.06,2020
ABW,VCT,350.81,2014
ANT,MSR,2141.68,2015
USA,VCT,6478.68,2000
GRD,BRA,9622.55,2020
MAF,ABW,5302.32,2013
BMU,BLM,345.78,2016
NIC,GUY,8957.4,2010
ARG,KNA,9085.9,2011
VGB,ATG,9639.54,2012
DOM,CAN,2839.85,2018
BRB,HTI,5158.05,2005
CHL,GUF,447.95,2007
CUB,HND,875.05,2012
TTO,DOM,2693.39,2009
ANT,USA,2071.79,2012
GRD,BHS,987.74,2018
MTQ,GRD,7698.84,2001
SLV,PER,9877.12,2010
BRB,ANT,9852.09,2010
BLZ,KNA,2399.28,2005
CYM,SXM,534.66,2001
BHS,MSR,4447.32,2003
CYM,TTO,3345.14,2001
LCA,KNA,845.61,2018
NIC,CAN,3252.52,2010
MTQ,MEX,2514.39,2020
SPM,BRB,317.61,2007
ARG,PRI,7745.3,2019
FLK,VEN,9.94,2007
BMU,SUR,832.54,2012
MAF,TCA,2295.21,2019
ARG,GRL,7453.6,2000
ECU,PRI,7549.77,2007
GUY,SXM,5231.53,2018
GUY,GUY,6493.82,2000
VIR,URY,4292.88,2017
BLZ,ATG,7588.96,2003
DMA,BMU,7623.9,2015
CRI,CHL,5245.71,2014
GRD,ECU,1783.64,2005
VCT,VIR,264.7,2011
PAN,BLM,5970.11,2005
CRI,HND,6689.76,2012
GUF,USA,6409.09,2006
CRI,VEN,3454.3,2002
TCA,CHL,592.16,2005
CAN,PER,2563.9,2016
CAN,ABW,6147.39,2008
DMA,DMA,8710.14,2019
SXM,GRL,8188.11,2004
BHS,NIC,8569.13,2014
GUY,PAN,3152.62,2004
BES,CRI,6204.48,2007
MEX,GRL,5009.03,2013
TCA,CRI,5788.79,2020
BRB,BHS,8251.19,2001
ABW,VEN,8946.75,2020
BRA,CHL,2529.35,2006
AIA,CHL,4895.81,2002
USA,HND,8659.38,2013
MTQ,BLZ,1139.78,2000
VIR,SLV,9035.28,2013
DMA,PRY,6986.77,2011
FLK,ANT,3846.27,2006
DOM,BLM,295.31,2006
PRY,ATG,7339.86,2005
JAM,HND,5486.68,2002
ATG,CUW,3371.46,2017
BLZ,MEX,4937.95,2003
NIC,CUW,6780.37,2002
MEX,ARG,7989.89,2018
GLP,CUB,5041.66,2011
TTO,BMU,7035.77,2010
ANT,SXM,6221.42,2001
GUY,AIA,1279.87,2008
PRY,CYM,4966.36,2003
VIR,ANT,1992.38,2002
GUF,SUR,3258.11,2011
DOM,TTO,314.91,2004
CYM,BLM,9706.24,2008
CYM,ABW,5987.09,2002
GUY,GRD,4928.03,2009
ATG,HND,5218.76,2016
CUW,BHS,9763.04,2011
MEX,GTM,3031.9,2018
TCA,BMU,1137.74,2000
TTO,MAF,2053.46,2014
SPM,VEN,9590.64,2007
MEX,HND,8743.4,2017
KNA,TCA,575.11,2006
CHL,ARG,1317.77,2002
BMU,PER,3370.25,2016
ARG,KNA,4070.61,2011
VEN,PER,4505.82,2010
ECU,GLP,5012.03,2008
ABW,NIC,1942.3,2010
VCT,GUY,1249,2000
CUW,JAM,2348.56,2018
TTO,ARG,8700.58,2001
CYM,USA,6678.22,2003
PRI,SUR,3377.2,2010
MSR,CYM,1169.83,2008
BOL,PRI,4936.36,2020
USA,ARG,8885.11,2001
PRY,MEX,8845.52,2006
SPM,SUR,3054.47,2008
GTM,GRL,454.52,2002
ABW,MEX,4147.35,2000
CRI,LCA,298.22,2015
VGB,ANT,1443.77,2019
DMA,ARG,6532.59,2000
SUR,CHL,1259.09,2000
USA,PAN,1156.99,2002
MEX,GTM,20.03,2010
SXM,DOM,9419.09,2000
LCA,CRI,8698.44,2004
CUB,COL,7715.58,2017
NIC,KNA,8288.58,2002
USA,VEN,5825.47,2007
COL,HTI,7666.93,2011
TTO,PRI,743.77,2018
PRI,PER,8761.51,2013
ARG,VIR,9716.23,2006
PRY,BLM,7861.77,2013
USA,BLM,6395.36,2000
MEX,USA,7129.53,2013
CAN,GTM,2753.5,2003
BRA,VEN,9024.02,2012
COL,USA,1096.44,2018
SXM,KNA,2408.26,2011
HND,URY,6803.13,2019
URY,PAN,6605.77,2005
GTM,HTI,3902.43,2002
ECU,CAN,4785.73,2017
SLV,CUB,5770.78,2020
GUF,BMU,8289.69,2020
AIA,CYM,4872.22,2019
PRI,CUB,8023.56,2017
SPM,CRI,7015.6,2016
DMA,GRL,7026.39,2019
NIC,TTO,3159.18,2003
SUR,ANT,4933.32,2007
SUR,BHS,3694.01,2008
CYM,FLK,3314.12,2014
ANT,GUY,9685.08,2013
SPM,BES,1967.37,2012
BOL,BLM,3879.26,2001
GUY,GRL,6396.04,2001
ATG,BLZ,5432.86,2003
MSR,USA,9287,2011
TTO,KNA,1291.79,2008
CHL,DMA,344.2,2012
BRA,USA,1076.83,2008
SLV,TCA,4778.23,2014
BLM,BOL,4890.87,2018
VCT,DOM,8315.29,2010
CUW,BHS,8043.93,2012
SLV,VEN,2389.04,2014
VGB,AIA,5543.82,2000
MTQ,CHL,9865.31,2014
MEX,VEN,8326.75,2020
JAM,JAM,2424.2,2002
PRY,GRD,6433.69,2012
MEX,ANT,575.62,2015
BLZ,NIC,7736.99,2002
SUR,PRI,2794.95,2009
BRA,MEX,62.48,2017
PER,CUW,1063.88,2012
SPM,VIR,6638.05,2013
MSR,SXM,8914.63,2017
MAF,PER,8838.26,2005
CAN,FLK,1488.76,2009
FLK,USA,6638.22,2019
ECU,ECU,5218.24,2011
TCA,URY,597.99,2006
BLM,MSR,114.11,2013
SPM,ATG,6969.5,2004
JAM,GRD,4940.62,2013
ARG,USA,5206.34,2019
LCA,BMU,3324.07,2011
SUR,CRI,7373.67,2008
HND,URY,4274.23,2002
BOL,DOM,9572.44,2018
BOL,MEX,9393.99,2000
ARG,MEX,1359.39,2012
ARG,BRA,4538.48,2013
HTI,PAN,7500.19,2002
TTO,CUW,2582.98,2009
BOL,CUW,6983.13,2012
MAF,BRB,7774.9,2007
ECU,BMU,2211.58,2005
BRB,BHS,9177.56,2018
HTI,CRI,8929.89,2001
CUB,BLZ,8788.32,2015
TCA,URY,1082.94,2019
URY,VGB,6692.91,2020
SUR,PRY,8490.35,2014
KNA,BHS,4134.85,2011
GRL,VIR,6799.14,2008
GUY,LCA,5931.62,2011
COL,TCA,2264.59,2006
BMU,BMU,369.62,2012
ABW,BLM,3181.77,2010
PER,LCA,8473.59,2004
GTM,CRI,4807.36,2005
CYM,ABW,2616.23,2017
VIR,BLZ,1163.47,2003
ECU,CUW,5958.09,2020
AIA,SXM,9000.76,2019
GUY,BRB,7566.27,2012
GLP,SPM,2820.92,2004
SXM,CUW,5319.57,2013
JAM,BRB,4618.3,2013
CUB,GLP,7252.49,2014
ABW,PRI,8995.94,2019
GTM,GRD,1061.39,2009
GRD,GRL,3061.56,2012
FLK,ABW,5503.77,2020
PRY,BLZ,6755.36,2004
CUB,PRY,4125.42,2009
CRI,ATG,9700.14,2007
VEN,MTQ,5275.58,2019
ECU,MAF,6387.33,2015
BRB,ECU,2234.37,2016
BOL,NIC,9054.13,2020
MSR,ANT,3167.89,2001
PER,BRA,4830.88,2013
GUY,CUW,4272.12,2006
BES,CUB,2401.34,2010
NIC,COL,9305.91,2019
SUR,GUF,526.65,2013
SUR,HND,7030.26,2011
CRI,GTM,8269.16,2012
DOM,ANT,7700.53,2005
ANT,BLZ,4801.12,2020
GRD,JAM,7636.26,2016
HTI,CRI,7555.96,2002
VEN,MSR,1357.5,2007
SLV,USA,4450.15,2009
CAN,MSR,8597.81,2002
CAN,CUB,1046.15,2003
SLV,NIC,6559.74,2013
CRI,MAF,3235.79,2018
USA,SXM,1219.09,2005
GLP,PAN,4886.78,2011
BLM,SUR,1266.06,2012
ATG,ANT,6532.42,2014
AIA,SLV,6626.14,2020
BRB,ECU,895.1,2017
SPM,KNA,5630.1,2008
SXM,GTM,6967.77,2002
AIA,ATG,9286.43,2001
SXM,GUY,685.34,2007
PRI,BES,5190.25,2005
TCA,TCA,1955.62,2017
KNA,PRY,155.53,2005
GUF,URY,5521.14,2016
URY,PAN,1261.64,2003
TCA,KNA,9425.38,2020
MSR,MSR,944.52,2007
BRB,SPM,6302.69,2008
PAN,LCA,944.14,2001
GUF,BES,9600.3,2015
HTI,ATG,7936.43,2001
BES,AIA,262.21,2000
ARG,PRY,3259.58,2004
TCA,CUB,6977.53,2006
ATG,BLM,1787.67,2008
DMA,VEN,4376.38,2009
ANT,ANT,7680.84,2006
CUB,BHS,8780.88,2014
CAN,ECU,3926.62,2005
GLP,MTQ,4790.02,2017
SXM,LCA,5597.13,2009
CUB,FLK,2528.23,2010
GTM,BLZ,6140.06,2015
CUW,MTQ,3992.63,2010
HTI,GLP,3989.95,2017
ECU,URY,8198.44,2003
SLV,KNA,7977.92,2001
SUR,ATG,7191.77,2002
VCT,GUY,8853.86,2009
GUF,LCA,3665.44,2004
VGB,PRY,7211.28,2002
ABW,BRA,4788.9,2012
CAN,PRI,6112.25,2011
BES,TCA,1251.2,2000
VIR,ABW,1471.11,2015
TCA,VGB,8796.47,2010
GUF,VIR,7067.18,2014
CAN,PER,2703.52,2016
CYM,ECU,9369.13,2000
CUB,GLP,2819.43,2010
BMU,PRI,8542.06,2006
GUY,SLV,1560.38,2005
CHL,KNA,7373.77,2015
FLK,JAM,7210.33,2000
SLV,DOM,6511.73,2015
MAF,GRD,1320.53,2001
BRA,USA,4687.77,2004
VGB,MEX,3975.53,2005
URY,CUW,945.53,2020
MAF,HND,4238.02,2014
VEN,GRL,4756.94,2003
SPM,SLV,6151.66,2003
SUR,HND,9083.06,2005
SXM,ARG,7068.12,2012
GRL,GUF,3835.98,2012
PRI,CUW,7172.92,2013
DOM,ECU,35.5,2008
VIR,TTO,204.42,2019
ABW,JAM,7414.47,2006
SXM,PRI,3991,2011
HND,COL,7254.91,2020
PAN,HND,6030.5,2001
ATG,BRB,2649.54,2011
MAF,PRI,7611.23,2018
VCT,NIC,7337,2011
CUB,AIA,2895.84,2006
GLP,VGB,269.87,2016
SUR,CRI,3901.36,2020
VIR,GUY,4993,2007
SLV,CRI,6823.25,2019
FLK,MSR,8356.08,2013
BLM,SUR,3049.32,2001
COL,VCT,6266.79,2020
AIA,PRY,8400.9,2005
ARG,TTO,249.27,2014
ABW,SXM,5997.38,2016
SXM,AIA,6337.12,2016
HTI,TTO,6087.06,2012
GLP,BMU,152.65,2014
TTO,CUB,9654.48,2010
GUF,CUB,4728.91,2006
MAF,DOM,9167.07,2013
SLV,CYM,4836.44,2007
VCT,BRA,586.7,2000
GTM,BRA,71.45,2010
SPM,GRD,9103.83,2009
PRI,MAF,1554.99,2003
KNA,CUB,8112.41,2020
ATG,ATG,7378.81,2003
COL,HTI,8447.55,2018
SXM,TTO,1714.83,2012
URY,CHL,8234.84,2018
JAM,COL,9477.46,2004
FLK,MAF,6466.97,2018
HND,VEN,4619.59,2008
BOL,GLP,9992.49,2019
AIA,BMU,6307.18,2019
ANT,GLP,7227.68,2013
URY,MEX,6603.8,2018
CUW,AIA,5959.92,2003
SLV,CRI,6441.13,2018
CHL,TCA,8092.82,2010
VCT,KNA,7394.25,2006
CUB,BLM,8715.45,2016
CUW,HTI,9672.58,2001
BMU,BOL,8312.17,2000
VEN,GUY,1638.37,2003
MEX,CHL,5195.44,2013
SXM,BHS,7189.86,2008
VEN,ECU,4548.36,2004
BLZ,NIC,3778.14,2018
CUW,ARG,3765.33,2000
ATG,GRL,8611.82,2014
CUW,VGB,4722.11,2005
BLZ,FLK,1042.26,2002
LCA,HTI,1883.54,2009
CAN,SUR,2435.23,2012
BRB,PRY,2443.03,2014
CUW,GRD,1135.4,2008
SXM,GUY,6534.64,2016
USA,SUR,7929.96,2004
CAN,DOM,3940.43,2016
MSR,BLZ,2073.25,2013
SLV,GRD,4093.17,2016
BHS,BES,6541.23,2011
BES,BLZ,316.37,2004
NIC,CHL,2481.05,2017
JAM,SUR,6644.73,2014
DMA,VIR,9099.38,2000
SPM,BRA,1671.08,2011
MEX,CAN,478.52,2016
GUF,ANT,497.61,2018
ATG,BRA,6581.1,2020
LCA,MAF,8197.67,2019
URY,MTQ,1032.28,2006
GTM,BES,8261.74,2019
KNA,CUW,2392.83,2007
CRI,DOM,7617.13,2015
GLP,CAN,8143.36,2015
DMA,CHL,6031.6,2017
GRL,MEX,8533.26,2010
MTQ,GTM,6103.85,2010
BLZ,VCT,246.72,2016
BLZ,KNA,4163.69,2011
ARG,CHL,7658.5,2009
BMU,GRD,9681.23,2011
CAN,MAF,5414.69,2014
VEN,AIA,7188.91,2014
ANT,COL,3807.66,2015
VGB,GLP,8282.32,2019
FLK,ABW,1798.12,2000
CUB,SLV,991.13,2012
BRB,CAN,9807.73,2018
BOL,GTM,4660.93,2003
MEX,ABW,7257.67,2003
HND,KNA,5028.18,2008
PRI,AIA,8464.19,2016
BLM,PAN,1736.87,2005
BES,DMA,5289.48,2010
VGB,VCT,8850.51,2009
TTO,BRA,4715.46,2014
MAF,BLM,553.57,2004
BLZ,PER,364.91,2004
TTO,BRB,7881.8,2004
CUB,BLZ,6728.39,2020
USA,JAM,8347.79,2011
SUR,SXM,7722.77,2006
FLK,BHS,9233.44,2007
URY,CRI,8500.98,2017
CAN,SXM,917.27,2019
BES,GRL,4807.59,2003
ECU,USA,675.78,2013
SXM,MSR,5349.14,2005
KNA,MSR,6050.04,2012
LCA,ANT,258.86,2004
ANT,TCA,7088.17,2010
MTQ,CYM,1873.38,2019
USA,URY,6140.48,2017
MAF,MTQ,8726.04,2017
PAN,VEN,4478.53,2008
ANT,PER,6315.55,2013
CUB,SUR,1420.79,2001
URY,PER,3340.11,2002
CUB,BRA,8765.19,2004
ABW,BMU,4829.76,2015
BRB,BLZ,9659.01,2010
LCA,ANT,8844.82,2001
SXM,BMU,2441.7,2014
HND,FLK,8014.54,2002
AIA,GRD,5014.68,2018
CUW,BLM,1734.34,2004
PRI,MSR,5321.81,2012
SLV,FLK,4145.58,2012
FLK,ARG,1303.53,2002
LCA,BOL,8872.63,2019
PRY,SXM,3118.46,2009
SUR,AIA,433.68,2010
USA,ECU,2560.42,2003
CHL,SXM,3811.32,2009
PER,SPM,1494.36,2019
MEX,LCA,238.48,2003
PAN,MEX,886.77,2009
DMA,GUY,5095.06,2002
PRY,MEX,4660.3,2019
AIA,GRD,1494.97,2009
BLM,PAN,7729.96,2016
LCA,MAF,9183.14,2003
ECU,PER,3623.93,2018
ABW,NIC,1962.28,2017
CUW,CHL,8579.22,2014
USA,VCT,7406.58,2020
ARG,GUF,3008.2,2017
SPM,GLP,9638.29,2002
KNA,HTI,8305.39,2014
BHS,MSR,5986.3,2005
GLP,GUY,8690.76,2002
HND,GTM,1216.78,2000
MAF,MTQ,3153.44,2013
BHS,CHL,5858.63,2017
CYM,GTM,2781.46,2013
GUF,PRY,2988.38,2016
CUB,ANT,3643.33,2013
ANT,SXM,9561.68,2002
PRI,PRY,980.03,2007
BRB,JAM,8844.69,2006
AIA,MAF,1927.23,2020
BLZ,FLK,1292.84,2017
AIA,ATG,2027.08,2018
CHL,HND,3613.66,2017
NIC,ECU,7792.21,2009
CYM,MSR,1255.55,2018
